app_id,app_name,count
466910,Worm.is: The Game,1210
274290,Gods Will Be Watching,1208
320240,We Happy Few,1203
368360,60 Seconds!,1202
22200,Zeno Clash,1198
214510,LEGO® The Lord of the Rings™,1197
345180,Victor Vran,1196
235460,METAL GEAR RISING: REVENGEANCE,1196
339350,Choice of Robots,1196
425580,The Room Two,1194
385730,WWE 2K16,1190
45100,Secret of the Magic Crystal,1189
429570,The Walking Dead: Michonne,1183
360170,How to Survive 2,1182
65300,Dustforce,1181
218820,Mercenary Kings,1178
253980,Enclave,1177
33460,From Dust,1176
235210,Strider,1169
459820,Crush Crush,1167
263620,Mitsurugi Kamui Hikae,1167
416130,Written in the Sky,1164
13520,Far Cry,1164
227080,Papo & Yo,1159
296970,Renowned Explorers: International Society,1156
302270,Dungeon Defenders Eternity,1155
292140,FINAL FANTASY XIII-2,1154
22100,Mount & Blade,1153
207170,Legend of Grimrock,1153
10150,Prototype,1152
285330,RollerCoaster Tycoon 2: Triple Thrill Pack,1151
28000,Kane & Lynch 2: Dog Days,1150
9870,Ghostbusters: The Video Game,1150
399670,Game Corp DX,1149
243930,Bound By Flame,1149
329130,Reassembly,1149
292630,Uriel's Chasm,1147
22600,Worms Reloaded,1146
351800,Dev Guy,1146
257750,Bloody Trapland,1144
262150,Vanguard Princess,1144
340170,FINAL FANTASY TYPE-0 HD,1143
17480,Command and Conquer: Red Alert 3,1143
92000,Hydrophobia: Prophecy,1141
318220,Enforcer: Police Crime Action,1141
326480,If My Heart Had Wings,1140
217200,Worms Armageddon,1138
239450,Gun Monkeys,1138
491950,Orwell,1137
40300,Risen,1137
251730,Legend of Grimrock 2,1137
331600,ONE PIECE PIRATE WARRIORS 3,1135
398710,Timberman,1135
239840,Dead State,1133
242570,Space Hulk,1130
495890,Montaro,1129
345650,Without Within,1124
208750,Apotheon,1121
251130,Chroma Squad,1121
475150,Titan Quest Anniversary Edition,1121
41000,Serious Sam HD: The First Encounter,1119
20510,S.T.A.L.K.E.R.: Clear Sky,1119
206480,Dungeons & Dragons Online®,1117
311560,Assassin's Creed Rogue,1117
244730,Divekick,1108
412740,Audioshield,1106
304730,Train Fever,1105
9050,DOOM 3,1104
209670,Cortex Command,1104
286040,Dead Effect,1103
324080,Rising World,1101
345390,King's Quest,1098
252450,StarDrive 2,1092
302670,Call to Arms,1092
443580,Antenna,1091
55040,Atom Zombie Smasher ,1090
446800,Transport Fever,1088
277950,Deadbreed®,1085
378720,Thea: The Awakening,1084
228260,Fallen Enchantress: Legendary Heroes,1083
449800,Attack on Titan / A.O.T. Wings of Freedom,1079
407900,Princess Remedy in a World of Hurt,1076
356040,Sheltered,1076
252870,PULSAR: Lost Colony,1075
268870,Satellite Reign,1073
204240,The Bridge,1073
1510,Uplink,1073
2310,Quake,1071
238750,Might & Magic X - Legacy ,1068
255070,Abyss Odyssey,1066
32440,LEGO® Star Wars™: The Complete Saga,1063
365360,Battle Brothers,1062
6030,STAR WARS™ Jedi Knight II: Jedi Outcast™,1061
91200,Anomaly Warzone Earth,1059
305260,Battle Islands,1059
4580,"Warhammer 40,000: Dawn of War - Dark Crusade",1058
347830,Fairy Fencer F,1056
449540,There's Poop In My Soup,1055
115800,Owlboy,1053
42670,Singularity,1053
22230,Rock of Ages,1053
204530,Infested Planet,1052
247240,Volgarr the Viking,1051
204340,Serious Sam 2,1050
249650,Blackguards,1049
3720,Evil Genius,1044
405900,Disgaea PC,1041
362620,Software Inc.,1038
231060,Ragnarok Online 2,1038
275670,Space Run,1037
407510,Devilian,1037
3910,Sid Meier's Civilization III: Complete,1037
11450,Overlord,1036
97000,Solar 2,1035
265610,Epic Battle Fantasy 4,1034
1930,Two Worlds: Epic Edition,1031
30,Day of Defeat,1030
388410,Darksiders II Deathinitive Edition,1029
250580,Paranautical Activity: Deluxe Atonement Edition,1029
31290,Back to the Future: Ep 1 - It's About Time,1028
375910,Anno 2205,1027
13140,America's Army 3,1026
329430,State of Decay: Year-One,1024
257510,The Talos Principle,1024
17710,Nuclear Dawn,1024
222980,Dead Pixels,1022
434260,My Name is Mayo,1022
230700,La-Mulana,1021
237890,Agarest: Generations of War,1021
323850,Move or Die,1016
251470,TowerFall Ascension,1016
215670,Home,1012
449140,Istrolid,1012
242550,Rayman Legends,1006
227480,God Mode,1003
42960,Victoria II,1003
346250,The Old Tree,1003
239800,Bleed,1002
13210,Unreal Tournament 3: Black Edition,1001
209540,Strike Suit Zero,1000
489830,The Elder Scrolls V: Skyrim Special Edition,999
386880,Rake,999
201700,DiRT Showdown,997
329050,Devil May Cry 4 Special Edition,997
78000,Bejeweled 3,996
357480,Frozen Free Fall: Snowball Fight,994
2300,DOOM II: Hell on Earth,994
446020,Jalopy,994
227580,"10,000,000",993
412880,Drift Streets Japan,992
252630,Eldritch,991
296490,GemCraft - Chasing Shadows,990
212630,Tom Clancy's Ghost Recon Future Soldier,988
329110,Gems of War,984
227160,Kinetic Void,983
250260,Jazzpunk: Director's Cut,980
240320,Panzar,976
334040,Down To One,975
530330,Blameless,974
354240,"Please, Don’t Touch Anything",972
234530,War of the Vikings,971
205230,Hell Yeah!,970
345350,LIGHTNING RETURNS: FINAL FANTASY XIII,970
373390,Contradiction - the all-video murder mystery adventure,968
246110,MASSIVE CHALICE,968
518580,Accounting,965
35130,Lara Croft and the Guardian of Light,963
33900,Arma 2,960
411960,TY the Tasmanian Tiger,957
318020,Act of Aggression,955
31270,Puzzle Agent,955
443810,This Is the Police,955
421040,Plantera,954
12150,Max Payne 2: The Fall of Max Payne,949
13230,Unreal Tournament 2004,946
218130,Dungeonland,945
306760,Obduction,944
368990,Despair,942
413420,Danganronpa 2: Goodbye Despair,940
391040,F1 2016,940
496240,Onward,938
220160,Trials Evolution Gold Edition,937
207350,Ys Origin,935
320140,Absolute Drift,934
200940,Sonic CD,933
259550,Hero of the Kingdom,931
346330,BrainBread 2,930
297020,The Culling Of The Cows,929
269050,Year Walk,929
542310,Escape the Game,929
291010,The Hat Man: Shadow Ward,926
9010,Return to Castle Wolfenstein,924
39800,Nation Red,922
435030,Lost Lands: Mahjong,921
16730,Legendary,920
249230,Risen 3 - Titan Lords,919
361280,Turmoil,918
238280,Legend of Dungeon,918
13240,Unreal Tournament: Game of the Year Edition,917
220660,StarDrive,916
247950,Sacred 3,916
397060,Faeria,916
286570,F1 2015,915
263500,Dragons and Titans,915
322110,20XX,915
252350,Double Dragon Neon,914
372360,Tales of Symphonia,912
222940,THE KING OF FIGHTERS XIII STEAM EDITION,912
341000,Mad Games Tycoon,911
226720,Lost Planet 3,910
232010,Euro Truck Simulator,909
411830,SENRAN KAGURA SHINOVI VERSUS,906
200910,Before the Echo,906
205890,Chronicle: RuneScape Legends,904
252670,Nihilumbra,903
227000,Primordia,903
208730,Game of Thrones ,903
13570,Tom Clancy's Splinter Cell: Chaos Theory,900
285160,LEGO® The Hobbit™,899
266130,Breach & Clear,897
352400,LEGO® Jurassic World,895
436320,Raw Data,895
239250,Castlevania: Lords of Shadow 2,892
249680,Marlow Briggs,890
474750,Reigns,887
211600,Thief Gold,886
232450,SolForge,885
15700,Oddworld: Abe's Oddysee,883
207080,Indie Game: The Movie,883
38830,CrimeCraft GangWars,881
313630,The Solus Project,881
321960,Might & Magic Heroes VII ,876
232750,Mars: War Logs,873
32360,The Secret of Monkey Island: Special Edition,869
265750,Secret Ponchos,869
34830,Sniper: Ghost Warrior,869
225160,Shadow Warrior Classic Redux,869
200260,Batman: Arkham City GOTY,868
327070,Gloria Victis,865
333980,AKIBA'S TRIP: Undead & Undressed,862
227220,Sang-Froid - Tales of Werewolves,861
253330,Neverending Nightmares,861
32400,STAR WARS™: Dark Forces,861
412720,SMASH+GRAB,860
232770,POSTAL,858
376300,GUILTY GEAR Xrd -SIGN-,858
243950,Divinity: Dragon Commander,857
359390,Amnesia™: Memories,857
435150,Divinity: Original Sin 2,854
409720,BioShock 2 Remastered,853
314660,Oddworld: New 'n' Tasty,852
264240,CONSORTIUM,852
214250,I Am Alive,851
40970,Stronghold Crusader HD,849
7510,X-Blades,849
221810,The Cave,848
269790,DreadOut,848
371200,Halcyon 6: Starbase Commander (CLASSIC),845
328070,Reflex Arena,845
232910,TrackMania² Stadium,844
233230,Kairo,843
225420,Cities in Motion 2,843
243800,Gas Guzzlers Extreme,842
201570,Really Big Sky,842
290140,Echo of Soul,839
278460,Skyborn,838
395520,Missing Translation,838
474960,Quantum Break,833
207210,Tony Hawk's Pro Skater HD,833
230070,The Age of Decadence,833
380840,Teeworlds,832
245490,Trials Fusion,831
457330,High Octane Drift,829
263300,BlazBlue: Calamity Trigger,828
269030,The Yawhg,826
300570,Infinifactory,824
259060,Dominions 4,823
375820,Human Resource Machine,823
200010,Quantum Conundrum,821
322910,"Warhammer 40,000: Regicide",821
104200,BEEP,821
329490,Phantom Breaker: Battle Grounds,817
326160,Shroud of the Avatar: Forsaken Virtues,816
250520,Underrail,816
537180,Digimon Masters Online,812
207750,Symphony,812
353130,Time of Dragons,810
256190,Enemy Front,810
448510,Overcooked,807
252850,Streamline,806
214360,Tower Wars,806
342980,Destination Sol,804
2820,X3: Terran Conflict,802
331440,bit Dungeon II,802
267530,The LEGO® Movie - Videogame,800
216890,Blood Bowl: Chaos Edition,798
7600,Sid Meier's Railroads!,798
372800,RPG MO,798
274270,NOT A HERO,798
6880,Just Cause,797
447500,Shattered Skies,796
418240,Shadow Tactics: Blades of the Shogun,794
2990,FlatOut 2,794
313020,Soul Gambler,792
314230,Rodina,790
418650,Space Pirate Trainer,789
267750,Shadowrun Chronicles - Boston Lockdown,788
255520,Viscera Cleanup Detail: Shadow Warrior,788
366220,Wurm Unlimited,787
253650,Sparkle 2 Evo,784
41100,Hammerfight,782
322300,The Repopulation,779
95400,ibb & obb,779
230840,Daylight,779
438490,GOD EATER 2 Rage Burst,777
213650,Dwarfs F2P,776
313690,LEGO® Batman™ 3: Beyond Gotham,774
41300,Altitude,774
6370,Bloodline Champions,774
215160,The Book of Unwritten Tales,774
39160,Dungeon Siege III,774
389430,Knight Online,772
209830,Lone Survivor: The Director's Cut,771
39680,The Guild II: Renaissance,770
40950,Stronghold HD,770
268850,EVGA Precision X1,770
274230,RONIN,769
328760,SanctuaryRPG: Black Edition,767
298160,Eldevin,766
361630,404Sight,765
342380,Sakura Angels,764
278970,DiggerOnline,763
262280,Dungeons 2,762
331500,Executive Assault,762
233700,Sword of the Stars: The Pit,761
394970,DEADBOLT,760
250110,Assault Android Cactus,759
22180,Penumbra: Overture,759
412400,GASP,759
496300,Kingdom: New Lands,758
269730,The Golf Club,757
224820,Super House of Dead Ninjas,757
313010,Cities XXL,756
469820,Genital Jousting,756
16720,Velvet Assassin,756
99300,Renegade Ops,755
342180,Arizona Sunshine,755
368340,CrossCode,753
312280,Simply Chess,752
314280,The Forgotten Ones,752
327860,Salt,751
341720,Among Ripples,747
282760,Circuits,747
258890,Type:Rider,746
2270,Wolfenstein 3D,743
108200,Ticket to Ride,742
250560,Fight The Dragon,742
340150,Basement,741
401190,Dinosaur Hunt,740
396750,EVERSPACE™,740
272470,The Incredible Adventures of Van Helsing II,738
348620,Voices from the Sea,738
427250,8-Bit Armies,738
349720,Audition Online,737
38740,EDGE,736
80310,Gemini Rue,734
388210,Day of the Tentacle Remastered,731
201830,Jurassic Park: The Game,729
385710,INK,728
208520,Omerta - City of Gangsters,726
3730,Aliens versus Predator Classic 2000,726
215510,Rocketbirds: Hardboiled Chicken,725
367670,Controller Companion,723
485380,Welcome to the Game,722
15130,Beyond Good & Evil,722
45700,Devil May Cry 4,721
99910,Puzzle Pirates,721
298520,Orbital Gear,719
2630,Call of Duty 2,719
317820,Guild of Dungeoneering Ultimate Edition,719
517710,Redout: Enhanced Edition,718
214870,Painkiller Hell & Damnation,717
272600,Detective Grimoire,717
311240,Zero Escape: Zero Time Dilemma,716
400910,Rabi-Ribi,716
253510,Warmachine Tactics,716
6550,Devil May Cry 3: Special Edition,716
366440,Savage Resurrection,715
367450,Poly Bridge,715
359310,Evoland 2,715
375510,New kind of adventure,714
223220,Giana Sisters: Twisted Dreams,712
293180,Overcast - Walden and the Werewolf,710
297120,Heavy Bullets,709
373770,LiEat,708
260410,Get Off My Lawn!,707
22340,Call of Cthulhu: Dark Corners of the Earth,707
363440,Mega Man Legacy Collection,707
338390,The Technomancer,706
248630,Kingdoms Rise,706
107300,Breath of Death VII ,703
360870,Ultimate Tic-Tac-Toe,703
363890,RPG Maker MV,702
115110,Stacking,702
55140,MX vs. ATV Reflex,702
316720,planetarian ~the reverie of a little planet~,702
241720,Guncraft,701
40400,AI War: Fleet Command,701
270130,The Gallery - Episode 1: Call of the Starseed,701
327090,Out of Reach,700
232050,Eador. Masters of the Broken World,698
218740,Pid ,697
323220,Vagante,696
314410,Rampage Knights,695
258700,Dragon Nest Europe,694
391730,Crashlands,693
343710,KHOLAT,693
33680,Eversion ,691
405820,Turok,691
323380,The Magic Circle,691
460920,Steep,690
249330,Unholy Heights,689
264730,Deadly 30,686
284950,Pixel Puzzles: Japan,684
8800,Sid Meier's Civilization IV: Beyond the Sword,684
302610,Boson X,684
438040,Shakes and Fidget,683
316430,Battle of Empires : 1914-1918,682
217690,Anna - Extended Edition,681
261470,Distant Worlds: Universe,681
285580,ACE - Arena: Cyber Evolution,680
412450,The Black Death,680
416690,Oh...Sir! Prototype,679
383230,Dungeon Souls,679
241260,Sherlock Holmes: Crimes and Punishments,678
226620,Desktop Dungeons,677
204080,The Showdown Effect,675
11390,Crash Time 2,674
7110,Jade Empire: Special Edition,674
402840,Crusaders of the Lost Idols,673
234900,Anodyne,672
244030,Take On Mars,672
434730,Half dead,672
3900,Sid Meier's Civilization IV,671
231140,Cities XL Platinum,669
387340,Hyperdimension Neptunia U: Action Unleashed,668
468560,Blind Trust,667
453090,Parkitect,666
289950,Construction-Simulator 2015,665
20570,"Warhammer 40,000: Dawn of War II - Chaos Rising",663
219780,Divinity II: Developer's Cut,662
460120,Megadimension Neptunia VII,662
269490,Bardbarian,661
427190,Dead Rising,661
211340,Magical Diary: Horse Hall,659
252530,OMSI 2,659
24790,Command and Conquer 3: Tiberium Wars,658
368730,No Time To Explain Remastered,657
207490,Rayman Origins,656
230270,N++,656
423230,Furi,656
249870,Scribblenauts Unmasked,655
6310,The Longest Journey,655
348250,Google Earth VR,652
202200,Galactic Civilizations II: Ultimate Edition,651
233840,Worms Clan Wars,651
471710,Rec Room,651
289090,Ampu-Tea,649
418030,Subsistence,648
22120,Penumbra: Black Plague,648
211160,Viking: Battle for Asgard,648
6980,Thief: Deadly Shadows,647
363600,Holy Potatoes! A Weapon Shop?!,646
341310,Greyfox,646
45770,Dead Rising 2: Off the Record,645
368950,Jigoku Kisetsukan: Sense of the Seasons,645
204180,Waveform,645
312780,Way of the Samurai 4,644
226740,Monster Loves You!,644
24420,Aquaria,642
274520,Darkwood,641
358090,D4: Dark Dreams Don't Die,641
18700,And Yet It Moves,641
253750,Ikaruga,640
201230,EverQuest II,640
235250,Super Sanctum TD,640
42120,Lead and Gold - Gangs of the Wild West,640
419460,"That Dragon, Cancer",638
504210,SHENZHEN I/O,637
20820,Shatter,637
245150,The Novelist,637
38700,Toki Tori,637
312840,Fahrenheit: Indigo Prophecy Remastered,635
354200,Aberoth,634
280160,Aragami,634
444200,World of Tanks Blitz,633
223810,Ys I,631
227200,Waking Mars,630
257710,Max Gentlemen,630
367270,Angels Fall First,629
265590,The Red Solstice,629
385370,Radiator 2: Anniversary Edition,628
249590,Teslagrad,628
248800,Dysfunctional Systems: Learning to Manage Chaos,628
310360,Higurashi When They Cry Hou - Ch.1 Onikakushi,626
6120,Shank,626
7830,Men of War,624
266110,Tower of Guns,624
329440,Sonic Lost World,624
344850,Big Pharma,624
342560,Airships: Conquer the Skies,624
393530,Insanity Clicker,623
409510,Genesis Online,622
310790,Geometry Wars 3: Dimensions Evolved,621
310470,Grand Ages: Medieval,621
251630,The Impossible Game,620
224960,Tomb Raider I,619
381940,Trials on Tatooine,618
373330,All Is Dust,618
281640,The Banner Saga 2,618
241240,Contraption Maker,617
293540,Guns and Robots,616
379980,Panzermadels: Tank Dating Simulator,616
312150,Wild Warfare,615
283290,Nosferatu: The Wrath of Malachi,614
8600,RACE 07,613
491130,Red Trigger,613
23490,Tropico 3 - Steam Special Edition,611
277930,TUG,611
214970,Intrusion 2,611
495910,Dungeon Fighter Online,610
111900,Guardians of Middle-earth,610
335000,Tormentum - Dark Sorrow,610
257400,Fuse,609
301970,Screencheat,609
298030,Total Annihilation,607
404480,SC2VN - The eSports Visual Novel,607
15320,IL-2 Sturmovik: 1946,606
47920,Shift 2 Unleashed,606
48800,Ship Simulator Extremes,606
1200,Red Orchestra: Ostfront 41-45,605
274980,Influent,604
202530,SONIC THE HEDGEHOG 4 Episode I,603
307670,Hard West,602
339200,Oceanhorn: Monster of Uncharted Seas,601
319050,Chaos Reborn,600
244050,Rise of Flight United,599
342580,12 Labours of Hercules,599
342480,Gunscape,599
205650,The Testament of Sherlock Holmes,596
8000,Tomb Raider: Anniversary,595
24840,Medal of Honor: Airborne,595
261510,Tesla Effect,594
293220,H-Hour: World's Elite,590
32380,STAR WARS™ Jedi Knight: Dark Forces II,589
270570,Reversion - The Escape,588
107600,Waves,587
209100,Resident Evil: Operation Raccoon City,587
266490,Lili: Child of Geos,586
246840,FATE,585
39500,Gothic 3,584
208670,Blades of Time,584
244590,Epigenesis,583
356520,Port of Call,583
275490,Canyon Capers,580
65540,Gothic,580
2590,Alpha Prime,580
499440,klocki,580
10220,Postal 3,579
362930,Garfield Kart,579
515040,Make America Great Again: The Trump Presidency,578
330390,GRANDIA II HD Remaster,577
383150,Dead Island Definitive Edition,576
338540,Navy Field 2 : Conqueror of the Ocean,576
262940,Broken Sword 5 - the Serpent's Curse,576
318530,Wings of Vi,575
281370,Real Horror Stories Ultimate Edition,574
229580,Dream,572
329830,The Moon Sliver,572
257170,Rebuild 3: Gangs of Deadsville,571
39190,Dungeon Siege,571
39510,Gothic II: Gold Edition,571
449040,Jesus Christ RPG Trilogy,569
436150,Governor of Poker 3,569
332570,Amazing Frog?,569
297110,Cosmic DJ,568
283160,House of the Dying Sun,568
295690,PARTICLE MACE,567
215100,Ragnarok,567
46500,Syberia,566
214790,The Basement Collection,566
462780,Darksiders Warmastered Edition,564
343100,Overture,564
261700,Eryi's Action,564
296070,MIND Path to Thalamus E.Edition,563
20540,Company of Heroes: Tales of Valor,563
6920,Deus Ex: Invisible War,563
294140,They Breathe,563
357070,UBERMOSH,562
486310,Meadow,562
411560,Reveal The Deep,561
262830,Crimsonland,560
531640,Eternal Card Game,559
292910,Deponia: The Complete Journey,558
438270,Learn Japanese To Survive - Hiragana Battle,557
375600,Air Brawl,557
339230,ZOMBI,556
312210,The Fifth Day,556
266310,GameGuru,555
225640,Sacred 2 Gold,555
253900,Knights and Merchants,554
271820,Card City Nights,553
450540,"Hot Dogs, Horseshoes & Hand Grenades",553
438640,LEGO® STAR WARS™: The Force Awakens,553
429680,Spellweaver,552
533300,Zup!,552
220820,Zombie Driver HD,552
231040,Beatbuddy: Tale of the Guardians,552
263100,9.03m,552
252110,Lovers in a Dangerous Spacetime,551
272890,Vertiginous Golf,551
285440,Crimzon Clover  WORLD IGNITION,549
4720,Condemned: Criminal Origins,549
269270,LOVE,548
356400,Thumper,547
307230,"I, Zombie",547
260210,Assassin's Creed Liberation,546
278910,Interplanetary,546
267600,Airport Simulator 2014,543
12830,Operation Flashpoint: Dragon Rising,541
327640,CaesarIA,540
323580,Jotun: Valhalla Edition,539
317410,Color Symphony,538
435530,The Final Station,537
94000,Dinner Date,536
223510,Miasmata,535
93200,Revenge of the Titans,535
207320,Ys: The Oath in Felghana,534
42990,Sword of the Stars II: Enhanced Edition,534
274350,Dropsy,534
327510,WASTED,533
63200,Monday Night Combat,533
275390,Guacamelee! Super Turbo Championship Edition,532
212010,Galaxy on Fire 2™ Full HD,532
270630,Haunt the House: Terrortown,531
241320,Ittle Dew,531
6900,Hitman: Codename 47,531
277890,Shantae: Risky's Revenge - Director's Cut,531
29180,Osmos,530
378370,Nomad,530
262390,Cloudbuilt,530
80330,The Blackwell Legacy,530
237430,Expeditions: Conquistador,529
251290,The Legend of Heroes: Trails in the Sky SC,529
8080,Kane & Lynch: Dead Men,529
239120,Final Fantasy III (3D Remake),527
12360,FlatOut: Ultimate Carnage,527
21130,LEGO® Harry Potter: Years 1-4,526
390520,PewDiePie: Legend of the Brofist,525
239430,Q.U.B.E: Director's Cut,524
519140,Minds Eyes,524
283680,Astebreed: Definitive Edition,524
2620,Call of Duty,521
225280,Full Mojo Rampage,520
431240,Golf With Your Friends,520
98300,Toy Soldiers,519
252150,Grimm,519
230820,The Night of the Rabbit,519
15560,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,519
345820,Shantae and the Pirate's Curse,519
234940,The 39 Steps,519
415270,Star Crusade CCG,518
254320,Duskers,518
233550,Another World,518
245390,"I Have No Mouth, and I Must Scream",518
6200,Ghost Master,517
315660,Trainz: A New Era,517
275200,Westerado: Double Barreled,517
327030,Worms W.M.D,515
6850,Hitman 2: Silent Assassin,515
3480,Peggle Deluxe,514
246070,Hack 'n' Slash,514
448280,Job Simulator,514
58520,Blood Bowl: Legendary Edition,513
95700,The Cat and the Coup,513
269650,Dex,513
252250,Maia,513
21690,Resident Evil 5,513
510050,You Have 10 Seconds,513
214590,Fairy Bloom Freesia,513
296710,Monstrum ,512
329860,Catlateral Damage,512
358130,Curious Expedition,511
292180,X-Plane 10 Global - 64 Bit,510
310510,Deathtrap,509
383580,Flesh Eaters,509
280520,Crea,508
290080,Life is Feudal: Your Own,507
380220,Hover Junkers,507
398850,Epistory - Typing Chronicles,507
102840,Shank 2,506
428370,Windlands,505
262260,Jets'n'Guns Gold,505
17330,Crysis Warhead,505
274560,Revolution Ace,505
61700,Might & Magic: Clash of Heroes,505
361300,Mother Russia Bleeds,504
15750,Oddworld: Stranger's Wrath HD,504
385240,Ultimate Arena,503
44340,Operation Flashpoint: Red River,503
263020,STARWHAL,501
201510,Flatout 3,500
318600,The Flame in the Flood,499
8170,Battlestations: Pacific,499
17580,Dystopia,498
312750,Final Fantasy IV (3D Remake),497
444250,Crown and Council,496
300060,ADR1FT,496
2200,Quake III Arena,495
433350,BlackShot: Mercenary Warfare FPS,495
271900,Hexcells Plus,494
217920,Alien Rage - Unlimited,494
436110,Medusa's Labyrinth,494
353560,Plug & Play,494
243450,Urban Trial Freestyle,493
37600,Windosill,493
330580,Shark Attack Deathmatch 2,493
513000,Kuboom,493
267490,Batman™: Arkham Origins Blackgate - Deluxe Edition,492
209120,Street Fighter X Tekken,492
265690,NaissanceE,490
95300,Capsized,490
318130,Doom & Destiny,489
248550,Megabyte Punch,489
502520,Ultimate General: Civil War,489
286260,fault - milestone one,487
369070,Slain: Back from Hell,486
305960,Dragon: The Game,486
320340,Cosmonautica,485
214170,Divine Divinity,484
92100,DETOUR,484
207430,"Hack, Slash, Loot",483
63700,BIT.TRIP BEAT,483
257050,Darkout,482
334120,Armikrog,482
274250,OlliOlli,482
212580,The Amazing Spider-Man,482
288140,Perfect Golf,481
454060,Blueprint Tycoon,481
445130,The Average Everyday Adventures of Samantha Browne,481
9350,Supreme Commander,480
315810,eden*,479
250460,Bridge Constructor,478
8140,Tomb Raider: Underworld,478
307050,Shan Gui,478
420740,The Deed,477
326180,Sinister City,476
360,Half-Life Deathmatch: Source,475
431960,Wallpaper Engine,475
324160,CLANNAD,474
318230,Convoy,474
274500,Brigador: Up-Armored Edition,473
314450,Saviors,473
307960,IL-2 Sturmovik: Battle of Stalingrad,473
227780,Serious Sam Classics: Revolution,472
299680,Tengami,471
214730,Space Rangers HD: A War Apart,468
223490,Blockscape,468
335430,Grimoire: Manastorm,468
2500,Shadowgrounds,467
339340,Resident Evil 0,466
212390,C9,466
258010,Ring Runner: Flight of the Sages,466
215690,Zeno Clash 2,465
32460,Monkey Island 2: Special Edition,465
330820,2064: Read Only Memories,464
48110,Silent Hunter 5: Battle of the Atlantic,464
354290,LoveBeat,463
211740,Thief 2,463
203210,Titan Attacks,463
283880,Heroine's Quest: The Herald of Ragnarok,462
216910,Of Orcs And Men,462
351990,Riff Racer,461
19980,Prince of Persia,461
39690,ArcaniA,460
489520,Minion Masters,460
296300,Ballistic Overkill,459
384300,CPUCores :: Maximize Your FPS,459
404620,The Political Machine 2016,458
209060,Drunken Robot Pornography,458
361550,Cradle,458
399120,Prospekt,458
40,Deathmatch Classic,457
365070,One Manga Day,456
9940,Blade Kitten,455
207420,Wizorb,454
38720,RUSH,454
220090,The Journey Down: Chapter One,454
301120,Eastside Hockey Manager,453
360640,12 Labours of Hercules II: The Cretan Bull,452
513560,Hunger Dungeon,452
292410,Street Racing Syndicate,452
91900,Post Apocalyptic Mayhem,452
415860,Tactical Craft Online,452
259570,Eden Star,452
209190,Stealth Bastard Deluxe,452
11280,Penguins Arena: Sedna's World,451
347560,Terra Incognita ~ Chapter One: The Descendant,450
57740,Jagged Alliance - Back in Action,450
7000,Tomb Raider: Legend,449
347430,Frankenstein: Master of Death,449
396900,GRIP: Combat Racing,448
99700,NightSky,448
92300,A.R.E.S.,448
354380,Assassin’s Creed® Chronicles: China,448
441870,OutDrive,447
220460,Cargo Commander,447
105000,A New Beginning - Final Cut,446
94300,The Dream Machine,445
282590,Star Ruler 2,444
219910,Edna & Harvey: Harvey's New Eyes,444
338000,Echoes+,443
426790,Grow Up,440
245370,Etherium,439
259600,Finding Teddy,437
283230,Spoiler Alert,436
438680,One Troll Army,435
208400,Avernum: Escape From the Pit,434
388750,BlazBlue: Chronophantasma Extend,434
296570,Lords of Xulima,434
457960,Holopoint,433
331200,Grass Simulator,433
306040,The Howler,433
24800,Command and Conquer: Red Alert 3 - Uprising,433
469990,NEKOPALIVE,433
205990,Warlock 2: the Exiled,432
250700,Super Time Force Ultra,431
65740,Carrier Command: Gaea Mission,431
321840,Rising Angels: Reborn,430
284390,The Last Door - Collector's Edition,430
506140,Shop Heroes,430
6220,FlatOut,430
327670,Ironcast,430
321400,Supraball,429
421670,CUPID - A free to play Visual Novel,429
338180,Batla,428
293680,Cinders,428
205020,Lumino City,428
420790,StarBreak,428
305050,Outland,428
38420,Fallout Tactics,428
205710,EverQuest Free-to-Play,428
451840,Out of Ammo,427
2420,The Ship Single Player,427
23530,Earth Defense Force: Insect Armageddon,426
209270,Hero Academy,426
384630,Aviary Attorney,426
35480,Dwarfs!?,425
387970,Clown House (Palyaço Evi),425
243200,Memoria,425
57640,Broken Sword 1 - Shadow of the Templars: Director's Cut,425
272040,KAMI,424
25900,King's Bounty: The Legend,424
35460,The Ball,422
15520,AaAaAA!!! - A Reckless Disregard for Gravity,422
224740,Clockwork Empires,421
235380,Blitzkrieg 3,421
340730,Sunrider Academy,420
289690,Lara Croft and the Temple of Osiris,420
255370,KickBeat Steam Edition,419
439190,Stories: The Path of Destinies,419
380150,STASIS,419
257690,J.U.L.I.A.: Among the Stars,418
488440,Angeldust,418
58610,Wargame: European Escalation,417
262790,Our Darker Purpose,417
356500,STAR WARS™ Galactic Battlegrounds Saga,416
354140,Five Nights at Freddy's 3,415
71230,Crazy Taxi,415
343750,Firefly Online Cortex,414
2450,Bloody Good Time,413
223410,Perpetuum,413
45400,Fortix,412
318100,AXYOS,412
467820,Zero G Arena,412
380360,Tap Tap Infinity,412
261570,Ori and the Blind Forest,411
333640,Caves of Qud,410
207040,Sine Mora,410
19830,Tom Clancy's Rainbow Six 3: Gold Edition,410
317510,Beyond Gravity,409
408990,Timber and Stone,409
429300,Sepia Tears,408
423580,Project Highrise,408
381780,80 Days,408
324310,Bus Simulator 16,408
302710,BlazeRush,408
359800,Copa Petrobras de Marcas,408
